,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
0,0.001007,3.1346897648,4.62571905278,0.0,0.0,-799,422,0.031957933081,0.0245010820287,0.0,7.46706478605e-07,1.78837660037e-09,1.78837660037e-09,-0.0201953125,-0.05048828125,4.04480286738,1158,1220,993,1157,1363,1254,1487,1720,0.971920197001,0.517154973861,0.0,-0.338806988302,-0.34133182818,-3231.79749104,1706.90681004,0.0,3.32595975578e-09,-6.04872379766e-10,-3.99164761188e-09,1.2209427204e-08,5.09911904769e-08,1.17355559842e-07,5.23078670472e-09,7.4671076179e-07,1.28535983463e-07,0.0402692501468
1,0.002008,3.1339227744,4.62571905278,0.0,0.0,-749,422,0.0308926686449,0.0245010820287,0.0,6.61498330998e-06,1.58430142263e-08,1.58430142263e-08,0.0201953125,0.040390625,4.04480286738,1158,1220,993,1157,1363,1254,1487,1720,0.902046297155,0.505678749905,0.00140913277211,-0.314449262594,-0.312871369337,-3029.55734767,1706.90681004,0.0,2.93876001573e-08,-5.34454682196e-09,-3.52695019183e-08,1.07880368726e-07,4.50549263164e-07,1.03693325299e-06,4.62183187633e-08,6.6150212542e-06,1.13572152557e-06,0.0394291769707
2,0.003009,3.1343062696,4.62610254798,0.0,0.0,-824,396,0.0266316109008,0.0191747598486,0.0,2.95147552925e-05,7.06884153856e-08,7.06884153856e-08,-0.09087890625,-0.05048828125,4.04480286738,1158,1220,993,1157,1363,1254,1487,1720,1.01975958934,0.48529234514,0.00291568975852,-0.355483584271,-0.352011797772,-3332.91756272,1601.74193548,0.0,1.30949242308e-07,-2.38149543709e-08,-1.57158615473e-07,4.80707933581e-07,2.00761832602e-06,4.62050739347e-06,2.05945833971e-07,2.95149245921e-05,5.06070153571e-06,0.0328163696106
3,0.00401,3.1346897648,4.62648604318,0.0,0.0,-824,396,0.0245010820287,0.0181094954125,0.00106526443603,9.05431960099e-05,2.16852722866e-07,2.16852722866e-07,0.0201953125,0.0605859375,4.04480286738,1158,1220,993,1157,1363,1254,1487,1720,0.992371360288,0.472130040887,0.0043816556611,-0.345936171399,-0.3424643849,-3332.91756272,1601.74193548,1.06526443603e-06,4.01696615117e-07,-7.30541574075e-08,-4.82095831631e-07,1.47460761419e-06,6.15851968136e-06,1.41737527256e-05,6.31754280862e-07,9.05437153749e-05,1.55240812485e-05,0.0304859251622
4,0.005011,3.13507326,4.62533555758,0.0,0.0,-824,497,0.0234358175927,0.0181094954125,0.00106526443603,0.000218934033692,5.24351286747e-07,5.24351286747e-07,0.0605859375,0.05048828125,4.04480286738,1158,1220,993,1155,1361,1254,1487,1720,0.98241200427,0.594048805955,0.00595969293213,-0.3424643849,-0.343332331525,-3332.91756272,2010.26702509,2.13052887206e-06,9.71135525029e-07,-1.96194823543e-07,-1.16314773231e-06,4.34839584275e-06,1.47326434312e-05,3.47158602131e-05,1.52791009681e-06,0.00021893528952,3.79624851559e-05,0.0296365679297
5,0.006012,3.1339227744,4.62495206238,0.0,0.0,-724,447,0.0255663464648,0.0170442309765,-0.00106526443603,0.000450373544785,1.07865343612e-06,1.07865343612e-06,-0.09087890625,0.05048828125,4.04480286738,1158,1220,993,1155,1361,1254,1487,1720,0.896002357623,0.534285344592,0.00739141092205,-0.312342372588,-0.301665786437,-2928.43727599,1808.02688172,1.06526443603e-06,1.99345047616e-06,-5.3554432629e-07,-2.37158794145e-06,1.42399042023e-05,2.91828702828e-05,7.43110605033e-05,3.14405500753e-06,0.000450376128173,8.1095921616e-05,0.0307453845228
6,0.007013,3.13507326,4.62610254798,0.0,0.0,-874,346,0.0255663464648,0.0170442309765,0.00213052887206,0.000825647450619,1.97744177016e-06,1.97744177016e-06,0.0605859375,0.040390625,4.04480286738,1158,1220,993,1155,1361,1254,1487,1720,1.04202438317,0.414608643287,0.00884950058153,-0.36324499078,-0.365086217358,-3535.15770609,1399.50179211,3.1957933081e-06,3.63567323521e-06,-1.43210800573e-06,-4.27044435829e-06,4.41905759219e-05,4.95936018375e-05,0.000145985887109,5.78841500158e-06,0.000825652186617,0.000160387691481,0.0308006986027
7,0.008014,3.13507326,4.62533555758,0.0,0.0,-799,472,0.0223705531567,0.0181094954125,0.0031957933081,0.00138947816912,3.3278273533e-06,3.3278273533e-06,0.0201953125,0.0605859375,4.04480286738,1158,1220,993,1155,1361,1254,1487,1720,0.96226300591,0.562740856815,0.0103760294481,-0.335440535131,-0.33207408196,-3231.79749104,1909.14695341,6.39158661619e-06,6.06936246341e-06,-3.46862246546e-06,-6.99914499163e-06,0.000116897232475,7.41980629531e-05,0.000268458501904,9.89224611168e-06,0.00138948613931,0.000302060064806,0.0289587390523
8,0.009015,3.1354567552,4.62571905278,0.0,0.0,-824,397,0.0213052887206,0.0202400242846,0.00213052887206,0.00218936906593,5.24358167402e-06,5.24358167402e-06,-0.09087890625,0.03029296875,4.04480286738,1158,1220,993,1155,1361,1254,1487,1720,1.01975958934,0.476921072754,0.0118742067909,-0.355483584271,-0.345068224774,-3332.91756272,1605.78673835,8.52211548825e-06,9.46634926909e-06,-7.44458243611e-06,-1.06713283611e-05,0.000263728234311,9.95059994793e-05,0.000465432894401,1.60907061723e-05,0.00218938162438,0.000544133995166,0.0294637584803
9,0.010016,3.1339227744,4.62571905278,0.0,0.0,-699,422,0.0245010820287,0.0234358175927,0.00106526443603,0.00327442332444,7.84230781562e-06,7.84230781562e-06,0.0605859375,0.07068359375,4.04480286738,1158,1220,993,1155,1361,1254,1487,1720,0.83338105702,0.50185334192,0.0132107764242,-0.2905128702,-0.289776590236,-2827.3172043,1706.90681004,9.58737992429e-06,1.39960004282e-05,-1.43325255202e-05,-1.53767672812e-05,0.000522984295059,0.000120606261132,0.000764509923939,2.52537974926e-05,0.00327444210687,0.000934095212976,0.0339216060223
