,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
0,0.000127,3.2209761848,1.84844681438,0.253106832,0.253106832,-681,1168,-0.0596548084178,0.0031957933081,0.374973081483,1.34708431011e-06,3.22629323294e-09,3.22629323294e-09,-0.09087890625,-0.07068359375,3.91660692951,1150,1222,987,1146,1340,1235,1481,1713,0.790779146461,1.34945008004,0.0,-0.28468483475,-0.28325019482,-2667.209319,4574.59689367,0.0,1.76832128609e-09,-8.7678853082e-09,-5.51398683206e-09,3.38654775175e-07,1.60036244086e-08,3.61646385567e-07,1.05074651431e-08,1.34709203712e-06,4.95712901725e-07,0.379702147873
1,0.001128,3.22135968,1.84806331918,0.253106832,0.253106832,-781,1218,-0.0575242795457,0.00213052887206,0.376038345919,1.19284246551e-05,2.85688100259e-08,2.85688100259e-08,0.05048828125,-0.07068359375,3.91660692951,1150,1222,987,1146,1340,1235,1481,1713,0.8749078477,1.40721763483,0.00228440760802,-0.314971629132,-0.324843468655,-3058.87001195,4770.42724014,0.000376038345919,1.56245783837e-08,-7.74715049436e-08,-4.87206256815e-08,2.99229451195e-06,1.41405233292e-07,3.19544437028e-06,9.28421288785e-08,1.19284930777e-05,4.38003271789e-06,0.380418742299
2,0.002129,3.2221266704,1.84844681438,0.253106832,0.253106832,-807,1168,-0.0553937506736,0.00213052887206,0.376038345919,5.32890588476e-05,1.27628336742e-07,1.27628336742e-07,-0.0605859375,-0.08078125,3.91218637993,1150,1222,987,1146,1340,1235,1481,1713,0.927924966034,1.34984617796,0.00456445652316,-0.3344355496,-0.336135629518,-3157.1344086,4569.43369176,0.000752076691838,6.96221089773e-08,-3.45208006728e-07,-2.17095951476e-07,1.33334704775e-05,6.30092558049e-07,1.42386930843e-05,4.13698511135e-07,5.32893645191e-05,1.9517142013e-05,0.380102413
3,0.00313,3.2209761848,1.84806331918,0.253106832,0.253106832,-681,1218,-0.0575242795457,0.0031957933081,0.376038345919,0.000163915040468,3.92579723387e-07,3.92579723387e-07,-0.08078125,-0.03029296875,3.91660692951,1150,1222,987,1146,1340,1235,1481,1713,0.788786621392,1.39296274183,0.00674838763574,-0.283967514785,-0.280380914958,-2667.209319,4770.42724014,0.00112811503776,2.13571037301e-07,-1.05895143317e-06,-6.65958101986e-07,4.09014200021e-05,1.93285614577e-06,4.36782581928e-05,1.26905118864e-06,0.000163915980701,5.98702958889e-05,0.38042619972
4,0.004131,3.2225101656,1.84921380478,0.253106832,0.253106832,-857,1118,-0.0585895439817,0.00426105774413,0.376038345919,0.000397751287763,9.52622102771e-07,9.52622102771e-07,0.07068359375,-0.040390625,3.91660692951,1150,1222,987,1146,1340,1235,1481,1713,0.955031167069,1.28186911984,0.00898752482294,-0.343816464047,-0.353746236901,-3356.53213859,4378.76654719,0.00150415338368,5.16852786999e-07,-2.56271639846e-06,-1.61165252267e-06,9.89835194294e-05,4.67761030912e-06,0.00010570360927,3.07116850665e-06,0.000397753569305,0.000144889165121,0.380599170885
5,0.005132,3.2221266704,1.84729632878,0.253106832,0.253106832,-732,1319,-0.0564590151097,0.00532632218016,0.378168874791,0.000821244749183,1.96689721423e-06,1.96689721423e-06,-0.08078125,0.0,3.91660692951,1149,1223,987,1143,1342,1236,1481,1712,0.847858747223,1.49689343479,0.0113346217571,-0.305233804439,-0.299065484736,-2866.9562724,5166.00454002,0.00188232225847,1.06306951159e-06,-5.27571575141e-06,-3.31033162802e-06,0.000203720775293,9.52112960787e-06,0.000216956931079,6.31835334273e-06,0.000821249459927,0.000297763523854,0.382397290728
6,0.006133,3.2209761848,1.84883030958,0.253106832,0.253106832,-681,1093,-0.0564590151097,0.00426105774413,0.377103610355,0.00151036890387,3.61736302416e-06,3.61736302416e-06,-0.08078125,0.03029296875,3.91660692951,1149,1223,987,1143,1342,1236,1481,1712,0.788786621392,1.23081886678,0.0133562468508,-0.283967514785,-0.276076995166,-2667.209319,4280.85137395,0.00225942586882,1.94093646751e-06,-9.66518236106e-06,-6.01215540283e-06,0.000372862988652,1.66836547328e-05,0.000392922798056,1.15468176149e-05,0.0015103775675,0.000541934938783,0.381330447176
7,0.007134,3.22135968,1.84883030958,0.253106832,0.253106832,-781,1193,-0.0553937506736,0.00426105774413,0.379234139227,0.00254761238228,6.10158141361e-06,6.10158141361e-06,0.040390625,0.0201953125,3.91218637993,1149,1223,987,1143,1342,1236,1481,1712,0.875203653889,1.34387206829,0.0155775416487,-0.31543414146,-0.317079448047,-3055.41756272,4667.23835125,0.00263866000805,3.23354008118e-06,-1.62174479627e-05,-9.90424071588e-06,0.000624387586066,2.53332335725e-05,0.000643365370279,1.9275771944e-05,0.00254762699564,0.000896894993871,0.38328208487
8,0.008135,3.2221266704,1.84806331918,0.253106832,0.253106832,-807,1243,-0.0564590151097,0.00532632218016,0.377103610355,0.00401922261429,9.62611666167e-06,9.62611666167e-06,-0.03029296875,0.040390625,3.91660692951,1149,1223,987,1143,1342,1236,1481,1712,0.922923590031,1.39609583915,0.0178988800973,-0.332257560017,-0.326307280304,-3160.70179211,4868.34241338,0.00301576361841,5.01213173347e-06,-2.54178351066e-05,-1.5080988945e-05,0.00097560724568,3.33024105852e-05,0.000970022560282,2.99770584544e-05,0.00401924566896,0.00137617670226,0.381343838338
9,0.009138,3.2209761848,1.84883030958,0.253106832,0.253106832,-681,1143,-0.0532632218016,0.00426105774413,0.376038345919,0.0060131004478,1.44014930158e-05,1.44014930158e-05,-0.09087890625,0.0605859375,3.91660692951,1149,1223,987,1143,1342,1236,1481,1712,0.790779146461,1.27709063451,0.0199729534876,-0.28468483475,-0.27392503527,-2667.209319,4476.68172043,0.00339180196432,7.33529905665e-06,-3.77407549278e-05,-2.15471082134e-05,0.00144285028801,3.72041200938e-05,0.00136699966053,4.40732239249e-05,0.00601313493955,0.00198793590743,0.379815698743
