,index,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
0,3747,3.751142,5.71101210625,2.32589997585,212.289903883,212.289903883,3266,2003,-4.70740354282,5.71833949262,-0.298274042089,1.80621817495,0.00432592780669,0.00432592780669,-0.27263671875,1.14103515625,3.30215053763,1202,1366,1074,1202,1200,954,1197,1293,2.85226164236,1.05750367114,7.11912816557,1.21789993215,0.736273822073,10784.8236559,6614.20752688,0.554840850978,-0.123190192689,-0.160852828894,0.0227536385855,2.90946630855,-5.89360109142,3.55019787072,0.203880318341,1.8062285356,7.47016953935,7.41269330756
1,3748,3.752143,5.74092473185,2.39109415985,212.348003406,212.348003406,3249,1802,-4.37291050991,5.60435619796,-0.651941834851,1.82441057638,0.00436949896343,0.00436949896343,-0.686640625,1.413671875,3.27562724014,1202,1366,1074,1202,1200,954,1197,1293,3.11970931588,0.813101268689,7.12306490896,1.34288483179,0.631050626162,10642.5129032,5902.68028674,0.554188909143,-0.124591968078,-0.153177269431,0.0189423702147,2.56721445995,-6.13632105902,3.27415007384,0.198356365588,1.82442104138,7.41384413977,7.13835995712
2,3749,3.753144,5.76738590065,2.46280776225,212.406102929,212.406102929,3482,1373,-4.01711218828,5.34656220444,-1.12811503776,1.84078389366,0.00440871337811,0.00440871337811,-0.55537109375,1.52474609375,3.26678614098,1202,1366,1074,1202,1200,954,1197,1293,3.21650427066,0.578063420706,7.12686327122,1.38829749665,0.632749959804,11374.9493429,4485.29737157,0.553060794106,-0.126067243213,-0.144959650922,0.0151571019006,2.20569123602,-6.38477297402,2.99099800036,0.192707000249,1.84079445259,7.3875888351,6.78200274827
3,3750,3.754145,5.79653153585,2.52915243185,212.464202452,212.464202452,3314,1721,-3.79766771445,5.33697482452,-1.43810698864,1.85530129198,0.00444348283063,0.00444348283063,-2.2012890625,1.50455078125,3.28004778973,1202,1366,1074,1202,1200,954,1197,1293,4.40803749292,0.741493073874,7.13201795132,1.89489094777,0.613786982968,10870.0783751,5644.96224612,0.551622687117,-0.127608171453,-0.136221995149,0.0114183991256,1.8260029761,-6.63734039059,2.70127855864,0.187004431023,1.85531193418,7.3949631629,6.70624574988
4,3751,3.755146,5.83104610385,2.60585147185,212.522301974,212.522301974,2970,1041,-3.52922107657,4.94815330537,-1.58511348082,1.86787871278,0.00447360599909,0.00447360599909,-0.75732421875,1.575234375,3.28004778973,1202,1366,1074,1202,1200,954,1197,1293,2.90978901841,0.430659336622,7.13536174012,1.25083620087,0.528175835763,9741.74193548,3414.5297491,0.550037573636,-0.129204585662,-0.126991889035,0.00774792383899,1.42947971506,-6.89229208472,2.40557102627,0.181330623891,1.86788942712,7.43867423667,6.28109921015
5,3752,3.756147,5.86901212865,2.67066216065,212.580401497,212.580401497,2750,1815,-3.42375989741,4.71059933613,-1.62239773608,1.87839151937,0.0044987843762,0.0044987843762,0.201953125,1.69640625,3.27562724014,1303,1479,1151,1359,1083,888,1124,1214,2.04838270241,0.694608547714,7.13810747436,0.881730245433,0.453023599467,9007.97491039,5945.26344086,0.5484151759,-0.130844395079,-0.117301633901,0.0041678873388,1.01763814693,-7.14781110241,2.10450544535,0.175776279185,1.87840229401,7.52035465409,6.04516768623
6,3753,3.757148,5.90429368705,2.73508935425,212.63850102,212.63850102,2931,1838,-3.25544811651,4.31005990818,-1.81734112787,1.88669465348,0.00451867054458,0.00451867054458,0.525078125,1.60552734375,3.35077658303,1303,1479,1151,1359,1083,888,1124,1214,2.05311472096,0.795196661883,7.14095863406,0.863946516521,0.533603292472,9821.12616487,6158.72735962,0.546597834772,-0.13251388406,-0.107187174592,0.000700171452899,0.592139641483,-7.4020086516,1.79881112865,0.170439168344,1.88670547575,7.64042426243,5.69888477042
7,3754,3.758149,5.94417718785,2.80143402385,212.696600543,212.696600543,2636,1711,-3.19046698591,4.18435870473,-1.87806120072,1.89264754039,0.00453292782499,0.00453292782499,0.323125,1.66611328125,3.35077658303,1303,1479,1151,1359,1083,888,1124,1214,1.97844000744,0.714553430917,7.14365432049,0.832523548307,0.463237539472,8832.64707288,5733.17873357,0.544719773571,-0.134197947678,-0.0966869453732,-0.00263468999569,0.154747006495,-7.6529293167,1.48938444882,0.165421873275,1.89265839681,7.79804717855,5.58704315642
8,3755,3.75915,5.98482767905,2.87890005425,212.754700066,212.754700066,2590,981,-3.03067732051,4.06611435233,-1.83118956554,1.89613677918,0.00454128462005,0.00454128462005,0.65634765625,1.53484375,3.33309438471,1303,1479,1151,1359,1083,888,1124,1214,1.70954591167,0.435003702805,7.14580101466,0.723189762196,0.485842173657,8632.71445639,3269.7655914,0.542888584006,-0.135880362293,-0.0858410298696,-0.00581811057881,-0.292709205509,-7.89856604534,1.17731567293,0.160829119492,1.89614765562,7.99118867537,5.39180361032
9,3756,3.760151,6.02432768465,2.96250200785,212.812799588,212.812799588,2670,574,-2.87621397729,4.34095257683,-1.82905903667,1.89709919699,0.00454358962951,0.00454358962951,0.61595703125,1.54494140625,3.36403823178,1303,1479,1151,1359,1083,888,1124,1214,1.82611388009,0.259869160456,7.14788908368,0.76539575163,0.506654964124,8981.98207885,1930.95794504,0.541059524969,-0.137544105989,-0.0746906893389,-0.00883355563179,-0.748353406049,-8.13688758755,0.86386649393,0.156764510879,1.89711007895,8.21676565031,5.51923301529
