time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,A_mag,Gyro_mag,Fx,Fy,Fz,Mx,My,Mz,F_mag,M_mag
10.944895,6.1006421378,3.0468698602,68.9995109958,65.8579183174,1687,656,0.595482819742,0.45912897193,-0.0692421883421,0.84737168449,0.00202947173458,0.00202947173458,0.5048828125,0.39380859375,4.00059737157,2106,2198,2585,2822,2804,2456,2469,2681,1.74542826011,0.700286100707,22.2972539935,0.615171590185,0.246813990584,6749.00776583,2624.39187575,0.0390270278785,0.8473765451,0.75511170175,0.0497730837564,0.187778046506,-0.21413962938,-10.8855789691,0.78480708762,-8.42291226402,0.289125812558,13.7861235547
10.945896,6.1052440802,3.0518552978,69.0057427928,65.8641501144,1908,721,0.600809141922,0.46445529411,-0.0585895439817,0.845604254438,0.00202523870509,0.00202523870509,0.3837109375,0.45439453125,3.98291517324,2106,2198,2585,2822,2804,2456,2469,2681,2.02354110509,0.749644046618,22.3000299518,0.716357952424,0.265383032216,7599.40215054,2871.6818399,0.0389684383345,0.845609104911,0.761658112218,0.0486997322345,0.187510680884,-0.214636685608,-10.8395009105,0.731625069576,-8.43645289431,0.289138074584,13.7551369557
10.946897,6.1113800034,3.0572242306,69.0119745898,65.8703819114,1710,682,0.589091233126,0.466585822982,-0.0649811305979,0.844073211012,0.00202157182618,0.00202157182618,0.3837109375,0.39380859375,4.00059737157,2102,2211,2590,2806,2855,2486,2493,2717,1.83055145285,0.728041342503,22.3025911032,0.645173035125,0.256596252406,6841.02150538,2728.40740741,0.0389034572039,0.844078052702,0.754289969764,0.0476710758113,0.187279756686,-0.215114070153,-10.7932174978,0.677918072956,-8.44916786916,0.289171751579,13.7237587617
10.947898,6.1190499074,3.061826173,69.0182063868,65.8766137084,1491,803,0.562459622225,0.474042674034,-0.066046395034,0.842799307952,0.00201852080347,0.00201852080347,0.4241015625,0.4846875,3.98291517324,2102,2211,2590,2806,2855,2486,2493,2717,1.56354381354,0.827733982568,22.3049847723,0.553513364257,0.293027811203,5938.5265233,3198.28088411,0.0388374108088,0.842804142334,0.738538698875,0.0466839224628,0.187085003331,-0.21557112817,-10.7467283588,0.623571052721,-8.46106738399,0.289224996133,13.6919930087
10.948899,6.1263363162,3.0683455914,69.0244381838,65.8828455054,1528,550,0.541154333504,0.468716351854,-0.0777643038303,0.841795837463,0.00201611747205,0.00201611747205,0.525078125,0.4241015625,3.99617682198,2102,2211,2590,2806,2855,2486,2493,2717,1.56805440016,0.580836765882,22.3071358123,0.553267986556,0.204940841303,6106.15818399,2197.89725209,0.038759646505,0.841800666089,0.72013215323,0.0457351602793,0.186926312124,-0.216007495999,-10.700040846,0.568468103598,-8.47216275538,0.289296369452,13.6598525558
10.9499,6.1324722394,3.0744815146,69.0306699808,65.8890773024,1680,600,0.512392193731,0.467651087418,-0.102265385859,0.841071799041,0.00201438338589,0.00201438338589,0.5452734375,0.4846875,4.00059737157,2102,2211,2590,2806,2855,2486,2493,2717,1.7181022539,0.624367000659,22.3094806241,0.605540611314,0.220056503858,6721.00358423,2400.35842294,0.0386573811192,0.841076623515,0.701214310254,0.0448217942656,0.186803842697,-0.216423194347,-10.6531744619,0.512492817671,-8.48246581814,0.289384982228,13.6273622304
10.950901,6.1405256386,3.0786999618,69.0369017778,65.8953090994,1407,875,0.492152169447,0.455933178622,-0.109722236911,0.840630906291,0.00201332743914,0.00201332743914,0.37361328125,0.4241015625,4.00943847073,2102,2211,2590,2806,2855,2486,2493,2717,1.5174233298,0.930567091625,22.3119310625,0.533632554943,0.32725270852,5641.27992832,3508.25866189,0.0385476588822,0.840635728236,0.679799816514,0.0439409624394,0.186717998159,-0.216818607676,-10.6061607841,0.455530483379,-8.49198886586,0.289490462108,13.5945588195
10.951902,6.1474285522,3.0856028754,69.0431335748,65.9015408964,1548,517,0.48576058283,0.430366832157,-0.102265385859,0.840468856734,0.00201293932729,0.00201293932729,0.5048828125,0.4644921875,4.00059737157,2094,2205,2592,2800,2852,2477,2470,2699,1.60161407626,0.541086471299,22.3140759057,0.56448466011,0.190704500771,6192.92473118,2068.3088411,0.0384453934964,0.840473677749,0.656990991717,0.0430899131816,0.18666939927,-0.21719442168,-10.5590435842,0.397469489524,-8.50074534061,0.289612883088,13.5614916124
10.952903,6.1543314658,3.0913553034,69.0493653718,65.9077726934,1540,673,0.472977409598,0.438888947645,-0.109722236911,0.840573725405,0.0020131904898,0.0020131904898,0.35341796875,0.363515625,4.00501792115,2094,2205,2592,2800,2852,2477,2470,2699,1.66622823489,0.726149810337,22.3164706762,0.586609562665,0.255647103892,6167.72759857,2695.37706093,0.0383356712595,0.840578547022,0.654499891236,0.0422658931105,0.186658967151,-0.217551539699,-10.5118834604,0.338199183474,-8.5087521779,0.289752736249,13.5282273856
10.953904,6.1593169034,3.0951902554,69.0555971688,65.9140044904,1807,953,0.437823683209,0.454867914186,-0.111852765783,0.84092504735,0.00201403191272,0.00201403191272,0.35341796875,0.40390625,4.00943847073,2094,2205,2592,2800,2852,2477,2470,2699,1.95964065278,1.01922941024,22.3194525251,0.689147206171,0.358432603202,7245.05531661,3820.9948626,0.0382238184937,0.840929870982,0.641175044857,0.0414659913463,0.186688060876,-0.217890991054,-10.4647646662,0.277605873055,-8.51603293545,0.289910925104,13.4948575946
