time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,A_mag,Gyro_mag,Fx,Fy,Fz,Mx,My,Mz,F_mag,M_mag
0.010972,1.407427384,4.85888413438,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00958737992429,0.00213052887206,-0.00112986613869,-2.70605146985e-06,-2.70605146985e-06,-0.03029296875,-0.040390625,4.10227001195,1842,1901,2129,2336,2086,1880,1911,2023,4.76599335014,4.77763875343,0.0950305042628,1.63812976818,1.64213243466,15588.6260454,15588.6260454,1.81094954125e-05,0.00112987261971,0.0187559158344,3.08423332768e-05,1.64845766484e-05,-4.61994107869e-06,-0.000973769792131,0.00135386527672,0.000394056405342,3.52751278496e-05,0.0017136100041
0.011973,1.4081943744,4.85965112478,1.5615924544,-1.580000224,3800,3800,-0.0181094954125,-0.00532632218016,0.00213052887206,-0.0015578784289,-3.73114926453e-06,-3.73114926453e-06,-0.1009765625,-0.0605859375,4.10227001195,1842,1901,2129,2336,2086,1880,1911,2023,4.84751117318,4.80092956001,0.104688593437,1.6661484335,1.6501377676,15588.6260454,15588.6260454,2.02400242846e-05,0.00155788736505,0.0189963861126,3.87390300374e-05,1.92516169564e-05,-5.73803740786e-06,-0.00117613005814,0.00169664391476,0.000553140554279,4.36378537163e-05,0.00213725219849
0.012974,1.4089613648,4.85773364878,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00745685105222,0.00106526443603,-0.00208981427288,-5.00514600022e-06,-5.00514600022e-06,0.05048828125,0.0605859375,4.10227001195,1842,1901,2129,2336,2086,1880,1911,2023,4.6728301238,4.66118472051,0.114031942296,1.6061084364,1.60210576992,15588.6260454,15588.6260454,2.13052887206e-05,0.00208982626026,0.0176654121841,4.72643705277e-05,2.14915428148e-05,-7.10214158005e-06,-0.00137052005277,0.00206419429403,0.000756897102561,5.24046519783e-05,0.00259077527439
0.013975,1.4078108792,4.85926762958,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00958737992429,0.00213052887206,-0.00273784823181,-6.55719998879e-06,-6.55719998879e-06,0.08078125,0.0605859375,4.10227001195,1842,1901,2129,2336,2086,1880,1911,2023,4.63789391393,4.66118472051,0.123340320009,1.59410043698,1.60210576992,15588.6260454,15588.6260454,2.34358175927e-05,0.00273786393639,0.0187559158344,5.63256754958e-05,2.29549158775e-05,-8.88803983882e-06,-0.0015476234835,0.00245136150831,0.0010143225357,6.14695626727e-05,0.00307134529116
0.014976,1.407427384,4.85888413438,1.5615924544,-1.580000224,3800,3800,-0.0170442309765,-0.00958737992429,0.0031957933081,-0.00351381843064,-8.41566377065e-06,-8.41566377065e-06,-0.0201953125,0.03029296875,4.10227001195,1844,1901,2128,2336,2087,1879,1912,2025,4.75434794685,4.69612093039,0.132800239355,1.63412710171,1.61411376934,15588.6260454,15588.6260454,2.66316109008e-05,0.00351383858626,0.0198150639227,6.58439333098e-05,2.33917397359e-05,-1.131519584e-05,-0.00169822082576,0.00285348624321,0.00133498283471,7.07858085951e-05,0.00357889883654
0.015977,1.407427384,4.85850063918,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00745685105222,0.0031957933081,-0.00442886088438,-1.06072083193e-05,-1.06072083193e-05,-0.1009765625,0.0605859375,4.10227001195,1844,1901,2128,2336,2087,1879,1912,2025,4.84751117318,4.66118472051,0.142318443945,1.6661484335,1.60210576992,15588.6260454,15588.6260454,2.98274042089e-05,0.00442888628878,0.0179205215935,7.57556105386e-05,2.25376952678e-05,-1.46070827083e-05,-0.00181239252809,0.003266685871,0.00172773681345,8.03755379535e-05,0.00411595405128
0.016978,1.407427384,4.85735015358,1.5615924544,-1.580000224,3800,3800,-0.0181094954125,-0.00745685105222,0.00106526443603,-0.00549297011365,-1.31557707068e-05,-1.31557707068e-05,-0.1009765625,0.05048828125,4.10227001195,1844,1901,2128,2336,2087,1879,1912,2025,4.84751117318,4.6728301238,0.151848305583,1.6661484335,1.6061084364,15588.6260454,15588.6260454,3.08926686449e-05,0.00549300162189,0.0196135983448,8.6015694543e-05,2.00940696568e-05,-1.8942340328e-05,-0.00187840404286,0.00368824271972,0.00219913874556,9.03398228922e-05,0.00468697635262
0.017979,1.4085778696,4.85850063918,1.5615924544,-1.580000224,3800,3800,-0.0191747598486,-0.00852211548825,0.00213052887206,-0.00671483445682,-1.60821596732e-05,-1.60821596732e-05,0.0201953125,-0.07068359375,4.10227001195,1844,1901,2128,2336,2087,1879,1912,2025,4.70776633368,4.81257496331,0.161378167221,1.61811643582,1.65414043408,15588.6260454,15588.6260454,3.3023197517e-05,0.0067148729738,0.0210911597813,9.65984092213e-05,1.5720076838e-05,-2.44287451274e-05,-0.00188224291768,0.00411676380999,0.00275262234011,0.00010087188443,0.00529787810502
0.01898,1.4070438888,4.85773364878,1.5615924544,-1.580000224,3800,3800,-0.0181094954125,-0.00745685105222,0.00426105774413,-0.00810195445453,-1.94043391599e-05,-1.94043391599e-05,0.03029296875,0.0605859375,4.10669056153,1844,1901,2128,2336,2087,1879,1912,2025,4.70628502111,4.67131116446,0.170765141003,1.61586605573,1.60385805631,15605.4241338,15605.4241338,3.72842552611e-05,0.00810200092817,0.0200428307584,0.000107495105461,9.04018408512e-06,-3.11043885525e-05,-0.00180794316724,0.00455206544751,0.00338861762181,0.000112269344051,0.00595589520738
0.019981,1.4066603936,4.85965112478,1.5615924544,-1.580000224,3800,3800,-0.0202400242846,-0.00852211548825,0.00426105774413,-0.00966066058648,-2.31374707894e-05,-2.31374707894e-05,-0.1009765625,-0.07068359375,4.09784946237,1844,1901,2128,2336,2087,1879,1912,2025,4.83719493375,4.80229637065,0.180414271799,1.66439614711,1.65238814769,15571.827957,15571.827957,4.15453130052e-05,0.00966071600102,0.0223705531567,0.000118711432501,-3.44628490047e-07,-3.89469786282e-05,-0.00163812148256,0.00499498209989,0.00410494333128,0.000124937544875,0.00666962127282
0.020982,1.4070438888,4.85811714398,1.5615924544,-1.580000224,3800,3800,-0.0191747598486,-0.0106526443603,0.00213052887206,-0.0113959964861,-2.72936341623e-05,-2.72936341623e-05,-0.07068359375,0.03029296875,4.09784946237,1841,1899,2127,2338,2088,1880,1912,2025,4.80229637065,4.68596782699,0.189912024261,1.65238814769,1.61236148295,15571.827957,15571.827957,4.36758418773e-05,0.0113960618547,0.022038362017,0.000130266305608,-1.28377923389e-05,-4.7877016119e-05,-0.00135486739221,0.00544719237339,0.00489718926183,0.000139378362601,0.00744916324626
0.021983,1.4081943744,4.85850063918,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.0106526443603,0.0,-0.0133117397198,-3.18818766239e-05,-3.18818766239e-05,0.08078125,0.0605859375,4.10227001195,1841,1899,2127,2338,2088,1880,1912,2025,4.63789391393,4.66118472051,0.199220401974,1.59410043698,1.60210576992,15588.6260454,15588.6260454,4.36758418773e-05,0.0133118160773,0.0192043277302,0.000142195501136,-2.88037361797e-05,-5.77448777593e-05,-0.000941736433209,0.0059110633045,0.00575912190894,0.000156152767086,0.00830632422083
0.022984,1.4078108792,4.85811714398,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00958737992429,-0.00106526443603,-0.0154105569452,-3.69085848712e-05,-3.69085848712e-05,-0.0201953125,0.03029296875,4.10227001195,1841,1899,2127,2338,2088,1880,1912,2025,4.75434794685,4.69612093039,0.20868032132,1.63412710171,1.61411376934,15588.6260454,15588.6260454,4.26105774413e-05,0.0154106453417,0.0186649407669,0.000154557574919,-4.85133278833e-05,-6.83098890807e-05,-0.000386248037612,0.00638951054139,0.00668308856968,0.000175806222567,0.00925411829054
0.023985,1.4081943744,4.85888413438,1.5615924544,-1.580000224,3800,3800,-0.0170442309765,-0.00745685105222,0.0,-0.0176940975206,-4.23777091496e-05,-4.23777091496e-05,-0.0605859375,-0.08078125,4.10227001195,1841,1899,2127,2338,2088,1880,1912,2025,4.80092956001,4.8242203666,0.218315096396,1.6501377676,1.65814310055,15588.6260454,15588.6260454,4.26105774413e-05,0.0176941990157,0.0186040435711,0.000167435469,-7.21164315627e-05,-7.92346927663e-05,0.000318846534431,0.00688586892384,0.00766034590738,0.00019878016128,0.0103052294186
0.024986,1.4078108792,4.85811714398,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00852211548825,0.0,-0.0201630171065,-4.8290819779e-05,-4.8290819779e-05,0.07068359375,-0.0605859375,4.10669056153,1841,1899,2127,2338,2088,1880,1912,2025,4.65965321224,4.81120659107,0.227795427059,1.59985538984,1.65189005399,15605.4241338,15605.4241338,4.26105774413e-05,0.0201631327636,0.0181094954125,0.000180932875459,-9.9646839498e-05,-9.0098171267e-05,0.00117576472558,0.00740377206003,0.00868130363262,0.00022535278678,0.0114701044533
0.025987,1.4066603936,4.85811714398,1.5615924544,-1.580000224,3800,3800,-0.0159789665405,-0.00852211548825,0.00106526443603,-0.0228170389803,-5.4647254003e-05,-5.4647254003e-05,-0.0605859375,-0.0201953125,4.10227001195,1843,1902,2129,2336,2089,1877,1911,2026,4.80092956001,4.75434794685,0.237360259844,1.6501377676,1.63412710171,15588.6260454,15588.6260454,4.36758418773e-05,0.0228171698611,0.0181407996631,0.000195164307219,-0.000131031394885,-0.000100414678849,0.00218218995281,0.0079469597369,0.00973538687899,0.000255619719478,0.0127551511059
0.026988,1.407427384,4.85888413438,1.5615924544,-1.580000224,3800,3800,-0.0149137021044,-0.00745685105222,0.00106526443603,-0.0256549266496,-6.14440503986e-05,-6.14440503986e-05,-0.040390625,0.0605859375,4.10227001195,1843,1902,2129,2336,2089,1877,1911,2026,4.77763875343,4.66118472051,0.246808522141,1.64213243466,1.60210576992,15588.6260454,15588.6260454,4.47411063133e-05,0.0256550738089,0.0167080198226,0.0002102315442,-0.000166082940683,-0.000109656109524,0.00333133706381,0.00851886092976,0.0108099108213,0.000289491463982,0.014160613339
