,index,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
1160,2780,2.784315,5.89355537487,2.97400641727,156.089832809,156.089832809,2634,2227,3.08181001344,1.17498667294,-0.825579937925,-1.68247792273,-0.00402956748582,-0.00402956748582,0.81791015625,1.656015625,3.27562724014,1248,1364,1104,1288,1152,980,1204,1259,1.56880240036,0.874081011853,5.42483927625,0.675293988707,0.445012159827,8628.00215054,7294.8218638,0.0826783686737,-0.108569413985,-0.328494785828,-0.083750776423,14.694118329,-8.70822082044,14.0716637259,0.355963951154,1.6824875736,22.130565816,3.39996012836
1161,2781,2.785316,5.93727382767,3.02846273567,156.147932332,156.147932332,2387,2428,3.12761638419,1.05993811385,-0.919323208295,-1.72347201299,-0.00412774913266,-0.00412774913266,0.6664453125,1.5954296875,3.28446833931,1248,1364,1104,1288,1152,980,1204,1259,1.51850796082,0.996504954802,5.42735680417,0.651885177012,0.420568974848,7840.02592593,7974.68912784,0.0817590454654,-0.107669731959,-0.330338088007,-0.0807708364735,14.858797898,-8.55903860944,13.9118936278,0.356707094957,1.723481899,22.0812545206,3.42791601606
1162,2782,2.786317,5.98060878527,3.09519090047,156.206031854,156.206031854,2416,1626,3.16809643276,0.88310421747,-0.929975852656,-1.75840255155,-0.00421140845474,-0.00421140845474,0.7068359375,1.44396484375,3.27562724014,1248,1364,1104,1288,1152,980,1204,1259,1.50399481243,0.72174960855,5.42958477434,0.647397438738,0.461623154375,7913.91541219,5326.16989247,0.0808290696128,-0.106732541135,-0.33175088332,-0.0775276610304,14.9984104167,-8.39469415066,13.7310807407,0.357016837342,1.75841263793,21.9992223321,3.41783018196
1163,2783,2.787318,6.03007966607,3.15271518047,156.264131377,156.264131377,2018,2226,3.26077443869,0.74355457635,-0.960868521301,-1.78692257119,-0.00427971445882,-0.00427971445882,0.85830078125,1.413671875,3.28004778973,1248,1364,1104,1288,1152,980,1204,1259,1.1859222502,1.00816255945,5.43178105323,0.509794515194,0.392885054173,6619.13643967,7301.38637993,0.0798682010915,-0.105755448985,-0.332714400411,-0.0740364018538,15.111776024,-8.21547166561,13.5302398481,0.356881599456,1.78693282116,21.8844040274,3.47976890946
1164,2784,2.788319,6.07609909007,3.21254043167,156.3222309,156.3222309,2246,2076,3.36090929568,0.615722844026,-0.956607463556,-1.80873736318,-0.0043319613117,-0.0043319613117,0.928984375,1.38337890625,3.3109916368,1248,1364,1104,1288,1152,980,1204,1259,1.3105000112,0.980237540803,5.43407408152,0.55808205471,0.45162165985,7436.48721625,6873.61863799,0.0789115936279,-0.104735729138,-0.333216821713,-0.0703124784767,15.1980597794,-8.02172551105,13.3105722719,0.356296039636,1.80874773828,21.7370751353,3.54822825559
1165,2785,2.78932,6.12020103807,3.27620063487,156.380330423,156.380330423,2375,1824,3.46956626816,0.54754592012,-0.74888089853,-1.82361513052,-0.00436759385506,-0.00436759385506,0.97947265625,1.56513671875,3.32425328554,1248,1364,1104,1288,1152,980,1204,1259,1.36957572711,0.789113860153,5.4362349298,0.580912947765,0.435816288104,7895.10155317,6063.43799283,0.0781627127294,-0.103670444551,-0.333252635455,-0.066371539819,15.2567441135,-7.81387651503,13.073437186,0.355260554254,1.82362559096,21.5578214807,3.59145085222
1166,2786,2.790321,6.16506997647,3.33794336207,156.438429946,156.438429946,2328,1948,3.52389475439,0.478303731778,-0.53156695358,-1.83138074393,-0.00438619265085,-0.00438619265085,1.1309375,1.5550390625,3.31541218638,1307,1475,1133,1295,1135,922,1200,1336,1.24736523015,0.841118768095,5.43832550228,0.530487576094,0.427496861067,7718.27956989,6458.42293907,0.0776311457758,-0.102556546999,-0.332822005482,-0.0622295112156,15.2876072762,-7.59240574271,12.8203298281,0.353780786267,1.83139124892,21.3475155017,3.59571580162
1167,2787,2.791322,6.21147289567,3.39853560367,156.496529468,156.496529468,2231,2023,3.56757059627,0.354733057199,-0.32490565299,-1.8319080301,-0.00438745551154,-0.00438745551154,1.01986328125,1.44396484375,3.3109916368,1307,1475,1133,1295,1135,922,1200,1336,1.25208319458,0.925189358958,5.44050495211,0.533205002614,0.43450556738,7386.8223417,6698.13608124,0.0773062401228,-0.101390935533,-0.331930133058,-0.0579028897456,15.2907169228,-7.35784156262,12.5528757436,0.351867133561,1.83191853812,21.107310248,3.5998554394
1168,2788,2.792323,6.25902630047,3.47408415807,156.554628991,156.554628991,2159,1043,3.64213910679,0.27909928224,-0.119309616836,-1.82511636428,-0.00437118933924,-0.00437118933924,0.9895703125,1.56513671875,3.31541218638,1307,1475,1133,1295,1135,922,1200,1336,1.23167597203,0.447769342843,5.44218607687,0.523815146636,0.394188792895,7157.97491039,3457.97491039,0.077186930506,-0.100170489403,-0.33058663032,-0.053409157714,15.2664314736,-7.11074342583,12.2728335988,0.349534240413,1.82512683334,20.8386431072,3.65476517265
1169,2789,2.793324,0.0295303212899,3.53889484687,156.612728514,156.612728514,1760,1741,3.80938562325,0.301469835397,0.108656972475,-1.81096083888,-0.00433728657944,-0.00433728657944,0.969375,1.5954296875,3.31983273596,1307,1475,1133,1295,1135,922,1200,1336,1.01603210109,0.737360498844,5.44394122286,0.431529349962,0.316589622179,5842.90561529,5779.82879331,0.0772955874785,-0.0988921187148,-0.32880496347,-0.0487669369815,15.2153879709,-6.8516921304,11.9820850884,0.346800474753,1.81097122674,20.5432246549,3.82284046567
1170,2790,2.794325,0.0816856684899,3.60830747807,156.670828037,156.670828037,1862,1439,3.89780257144,0.540089069068,0.343015148402,-1.78941365865,-0.00428568066192,-0.00428568066192,1.0703515625,1.53484375,3.3596176822,1307,1475,1133,1295,1135,922,1200,1336,1.05947796349,0.652658250774,5.44565507121,0.444652954544,0.354432852234,6255.60812425,4834.48984468,0.0776386026269,-0.097552839477,-0.326601973172,-0.0439958321925,15.138473473,-6.58128796217,11.6826089076,0.343687414113,1.78942392291,20.2230087084,3.94996461762
1171,2791,2.795326,0.13460800609,3.68385603247,156.72892756,156.72892756,1813,1034,4.17051026706,0.74888089853,0.490021640575,-1.76044976807,-0.00421631157829,-0.00421631157829,1.14103515625,1.68630859375,3.36845878136,1279,1479,1119,1215,1199,954,1198,1385,1.00637067992,0.433453642315,5.44709633536,0.421255758433,0.318132323412,6107.01577061,3482.98637993,0.0781286242674,-0.0961499581679,-0.323997531382,-0.0391161808615,15.0367957887,-6.30015834925,11.3764397727,0.340219473874,1.76045986619,19.8801560536,4.2654542192
1172,2792,2.796327,0.18944781969,3.76554051007,156.787027082,156.787027082,1689,628,4.3430831057,0.777643038303,0.423975245541,-1.7240439407,-0.00412911891068,-0.00412911891068,1.1511328125,1.46416015625,3.37287933094,1279,1479,1119,1215,1199,954,1198,1385,0.936377725208,0.299108390775,5.44833305696,0.391443767475,0.336292290138,5696.79318996,2118.16821983,0.078552599513,-0.0946815561772,-0.321014491846,-0.0341488011595,14.9116651643,-6.00898595438,11.0655968448,0.336423901761,1.72405382999,19.516995253,4.43247724945
1173,2793,2.797328,0.24390413809,3.84223955007,156.845126605,156.845126605,1715,948,4.45067481374,0.568851208841,0.39201731246,-1.68018091393,-0.00402406610489,-0.00402406610489,1.21171875,1.72669921875,3.40382317802,1279,1479,1119,1215,1199,954,1198,1385,0.946713275415,0.400374679503,5.449681492,0.392166586959,0.300036791408,5837.5567503,3226.82437276,0.0789446168254,-0.0931471127813,-0.31767879355,-0.0291147472137,14.7645821886,-5.70854634774,10.751998715,0.332330963042,1.68019055162,19.1359835121,4.50397330906
1174,2794,2.798329,0.29720997089,3.91970558047,156.903226128,156.903226128,1791,893,4.39421579863,-0.381364668099,0.188551805178,-1.6288763447,-0.00390119065954,-0.00390119065954,1.32279296875,1.5550390625,3.42592592593,1279,1479,1119,1215,1199,954,1198,1385,0.954698841669,0.423450904817,5.4510610199,0.392923080025,0.34953312212,6135.83333333,3059.35185185,0.0791331686306,-0.0915477988242,-0.314019311489,-0.0240351012491,14.5972183327,-5.39972376926,10.4374147611,0.327973800096,1.62888568811,18.7396752035,4.414761973
1175,2795,2.79933,0.35665172689,4.00215704847,156.961325651,156.961325651,1391,562,4.40060738525,-1.37632165135,0.156593872097,-1.57018380436,-0.00376062087907,-0.00376062087907,1.14103515625,1.575234375,3.41266427718,1279,1479,1119,1215,1199,954,1198,1385,0.797782004974,0.260715453407,5.45212057586,0.329617136539,0.266614112915,4747.01600956,1917.91732378,0.0792897625027,-0.0898863767858,-0.310067397927,-0.0189308061802,14.4113871911,-5.08350065172,10.1234596972,0.32338789002,1.57019281109,18.3306981834,4.61347247611
1176,2796,2.800331,0.41417600689,4.08805997327,157.019425174,157.019425174,1516,330,4.2248387533,-0.769120922815,0.307861422013,-1.50417405029,-0.00360252622883,-0.00360252622883,1.22181640625,1.56513671875,3.4082437276,1279,1479,1119,1215,1199,954,1198,1385,0.835778130994,0.153363230034,5.45311070636,0.345763759545,0.291470748834,5166.89749104,1124.72043011,0.0795976239247,-0.0881669863338,-0.305856354233,-0.0138225203698,14.2090143971,-4.76093969316,9.81160155216,0.318610403115,1.50418267839,17.9117325213,4.30529768314
