,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
0,0.000534,3.0786994656,4.87920937998,0.290497614,0.290497614,-761,431,0.00426105774413,-0.0649811305979,-0.0575242795457,9.74807016738e-07,2.33468184429e-09,2.33468184429e-09,-0.09087890625,0.040390625,3.57622461171,1249,1426,1128,1278,1340,1067,1316,1443,0.738343959765,0.403199547436,0.0,-0.291107269902,-0.280686643738,-2721.50692951,1541.35280765,0.0,-2.45946044585e-09,9.05519375561e-09,-2.55103944529e-10,-3.25912735527e-07,-1.95128607969e-07,2.34216729283e-07,9.386722413e-09,9.7481260833e-07,4.462642279e-07,0.0868892783037
1,0.001535,3.0786994656,4.87959287518,0.290497614,0.290497614,-711,406,0.00532632218016,-0.068176923906,-0.0575242795457,8.61107284383e-06,2.0623687646e-08,2.0623687646e-08,0.040390625,0.07068359375,3.57622461171,1249,1426,1128,1278,1340,1067,1316,1443,0.665138928601,0.376558093536,0.00104273871916,-0.262244682914,-0.259997923023,-2542.69569892,1451.94719235,-5.75242795457e-05,-2.17313634236e-08,8.00101122613e-08,-2.25405394859e-09,-2.87970807259e-06,-1.724122338e-06,2.06949815865e-06,8.29394416398e-08,8.61112223782e-06,3.94311286275e-06,0.0893616550793
2,0.002536,3.079466456,4.87920937998,0.290497614,0.290497614,-761,456,0.00532632218016,-0.0692421883421,-0.0585895439817,3.83458943959e-05,9.18391660214e-08,9.18391660214e-08,-0.0605859375,0.07068359375,3.57622461171,1249,1426,1128,1278,1340,1067,1316,1443,0.732244696303,0.422932242986,0.00219907083539,-0.288702510018,-0.278281883854,-2721.50692951,1630.75842294,-0.000116113823527,-9.68335474625e-08,3.56519876462e-07,-1.0043918357e-08,-1.28317925981e-05,-7.682577434e-06,9.22154971423e-06,3.69572778384e-07,3.83461143519e-05,1.75702554461e-05,0.0908602499356
3,0.003537,3.0779324752,4.88074336078,0.290497614,0.290497614,-610,331,0.00639158661619,-0.068176923906,-0.0596548084178,0.000117511314727,2.81441893914e-07,2.81441893914e-07,-0.05048828125,0.07068359375,3.57622461171,1249,1426,1128,1278,1340,1067,1316,1443,0.585320737417,0.306996869361,0.00309228075977,-0.230774721771,-0.223064322143,-2181.49701314,1183.73034648,-0.000175768631945,-2.97044164288e-07,1.09365144137e-06,-3.08104723283e-08,-3.93624855074e-05,-2.35668820699e-05,2.82877948819e-05,1.1336921963e-06,0.000117511988784,5.38980754303e-05,0.0908165265804
4,0.004538,3.0779324752,4.87959287518,0.290497614,0.290497614,-710,506,0.00426105774413,-0.066046395034,-0.0585895439817,0.000284023469203,6.80241756074e-07,6.80241756074e-07,0.0605859375,0.05048828125,3.57622461171,1251,1426,1127,1275,1338,1068,1318,1444,0.660409758399,0.47201005193,0.00422583298991,-0.260380110437,-0.261127977067,-2539.11947431,1809.56965352,-0.000234358175927,-7.14727417286e-07,2.60829199577e-06,-7.25733509262e-08,-9.37717714921e-05,-5.70083456973e-05,6.89128484333e-05,2.70541850875e-06,0.000284025098391,0.000129584247836,0.0883912754409
5,0.005539,3.0779324752,4.87997637038,0.290497614,0.290497614,-710,406,0.00532632218016,-0.06711165947,-0.0575242795457,0.00058416517775,1.39908701019e-06,1.39908701019e-06,-0.09087890625,0.01009765625,3.57622461171,1251,1426,1127,1275,1338,1068,1318,1444,0.688862301489,0.383066111843,0.00529883333166,-0.271598109895,-0.264119443589,-2539.11947431,1451.94719235,-0.000291882455473,-1.44404547325e-06,5.11186587895e-06,-1.35991373073e-07,-0.000183054353681,-0.000117247730625,0.000145016638968,5.31365540346e-06,0.000584168528581,0.000261315426862,0.088551608015
6,0.00654,3.0790829608,4.87920937998,0.290497614,0.290497614,-786,481,0.00532632218016,-0.06711165947,-0.0575242795457,0.00107066430052,2.56426191117e-06,2.56426191117e-06,-0.040390625,-0.01009765625,3.57622461171,1251,1426,1127,1275,1338,1068,1318,1444,0.752100285466,0.456399635628,0.00650854175267,-0.29653098383,-0.29404722395,-2810.9125448,1720.16403823,-0.000349406735018,-2.5545439316e-06,8.49272715336e-06,-2.03518389135e-07,-0.000301520483753,-0.000214614641838,0.000276685927001,8.87093731995e-06,0.00107067044196,0.000462092143208,0.088551608015
7,0.007541,3.07754898,4.87844238958,0.290497614,0.290497614,-610,481,0.00532632218016,-0.066046395034,-0.0585895439817,0.00180102249585,4.31348405378e-06,4.31348405378e-06,0.07068359375,-0.07068359375,3.57622461171,1251,1426,1127,1275,1338,1068,1318,1444,0.565764623293,0.464109874065,0.00753944612453,-0.223064322143,-0.232059788376,-2181.49701314,1720.16403823,-0.000407996279,-4.07725941345e-06,1.2212280148e-05,-2.34411585302e-07,-0.000426817460185,-0.000360115408619,0.000490782139318,1.28770640881e-05,0.0018010328267,0.000743453670458,0.0884490286489
8,0.008542,3.0779324752,4.87844238958,0.290497614,0.290497614,-735,431,0.00426105774413,-0.06711165947,-0.0575242795457,0.00283596552949,6.79219283307e-06,6.79219283307e-06,-0.09087890625,-0.0605859375,3.57622461171,1251,1426,1127,1275,1338,1068,1318,1444,0.71311801633,0.414714144687,0.0086684061177,-0.281161423624,-0.278838823736,-2628.52508961,1541.35280765,-0.000465520558546,-6.00577802848e-06,1.53375218743e-05,-1.66770166078e-07,-0.000521231099133,-0.00056514218386,0.000819993269061,1.64723027917e-05,0.00283598179687,0.00112403581259,0.0884939217527
9,0.009543,3.0790829608,4.87920937998,0.290497614,0.290497614,-786,381,0.00426105774413,-0.0692421883421,-0.0575242795457,0.00423800847171,1.01501130633e-05,1.01501130633e-05,0.07068359375,-0.07068359375,3.57622461171,1251,1426,1127,1275,1338,1068,1318,1444,0.729001629358,0.367621334758,0.00976612570478,-0.28742386427,-0.29901474371,-2810.9125448,1362.54157706,-0.000523044838092,-8.30172041779e-06,1.66123943036e-05,7.84509196096e-08,-0.000534486373725,-0.000841238625712,0.00130148300132,1.85713855418e-05,0.00423803278136,0.0016392730437,0.0901203639404
