,index,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
0,9423,9.445526,4.35995871513,5.73133755033,236.480014109,236.480014109,1533,1409,-5.43071809489,2.62800736369,5.59263828917,-0.478136545484,-0.00114514636501,-0.00114514636501,0.56546875,0.45439453125,3.68231780167,1022,1077,915,1053,1303,1166,1358,1546,1.30168321428,1.23902929713,26.4795638814,0.498428824179,0.516191183321,5644.99318996,5188.38578256,3.6303253242,0.00357443199414,-0.0310608004702,-0.0235322963192,2.46112718944,-0.540475405259,-0.779603923393,0.039132069457,0.478139288124,2.63762070505,8.22658645875
1,9424,9.446527,4.38028396073,5.75089580553,236.505324792,236.505324792,1835,1536,-4.99502494055,2.4746092849,5.37532434422,-0.406655262326,-0.000973947295735,-0.000973947295735,0.41400390625,0.444296875,3.63811230585,1022,1077,915,1053,1303,1166,1358,1546,1.59238441012,1.32039309337,26.4824795717,0.617150277264,0.611351677544,6675.93608124,5588.14050179,3.63570064854,0.00305531973746,-0.0320376357466,-0.0236205018273,2.39604278712,-0.708664652724,-0.875041423439,0.0399208365331,0.406657594942,2.64743727413,7.74390580232
2,9425,9.447528,4.40291017753,5.76623561353,236.530635475,236.530635475,1685,1813,-4.78729837553,2.28925327303,5.22938311648,-0.331069671499,-0.000792918329423,-0.000792918329423,0.29283203125,0.40390625,3.60716845878,1022,1077,915,1053,1303,1166,1358,1546,1.4903526095,1.54982560308,26.4855227901,0.582561419963,0.563037887572,6078.07885305,6539.79641577,3.64093003166,0.00248263981019,-0.0327762945542,-0.0237128884976,2.31395644381,-0.894247873225,-0.971940750841,0.0405308532606,0.331071570548,2.66434654386,7.45019154541
3,9426,9.448529,4.42438590873,5.78157542153,236.555946158,236.555946158,1761,1816,-4.64242241223,2.18911841605,5.02059128702,-0.251718948255,-0.000602871797437,-0.000602871797437,0.37361328125,0.19185546875,3.59390681004,1143,1277,967,1171,1068,949,1279,1419,1.50781388785,1.64266737379,26.4886764218,0.591561688781,0.624950247168,6328.86989247,6526.53476703,3.64595062294,0.00184999418085,-0.0332497956702,-0.0238018176567,2.2141607506,-1.09625650605,-1.07093024314,0.0409328463992,0.251720392141,2.69280109592,7.17987897978
4,9427,9.44953,4.43972571673,5.79384726793,236.581256842,236.581256842,2164,2019,-4.49115486231,2.20509738259,4.91299957898,-0.168902533192,-0.000404524865854,-0.000404524865854,0.29283203125,0.17166015625,3.57622461171,1143,1277,967,1171,1068,949,1279,1419,1.87988364159,1.81864854494,26.4923786525,0.741182733872,0.768535692551,7738.95005974,7220.39749104,3.65086362252,0.00115248672892,-0.0334293840632,-0.0238767702064,2.09597779191,-1.31345302356,-1.17258363975,0.0410968624106,0.168903502034,2.73737723771,7.01216737728
5,9428,9.450531,4.45736649593,5.80650260953,236.606567525,236.606567525,2016,1997,-4.26851459518,2.14757310304,4.92152169447,-0.0828701104483,-0.000198475533063,-0.000198475533063,0.3029296875,0.23224609375,3.54086021505,1143,1277,967,1171,1068,949,1279,1419,1.70998755019,1.73084858826,26.4958229295,0.680931270745,0.695795910027,7138.37419355,7071.09784946,3.65578514422,0.000388444027572,-0.0332834991769,-0.0239243991245,1.95874962592,-1.54424224743,-1.27732636274,0.0409916952526,0.0828705857997,2.8023109843,6.85956725102
6,9429,9.451532,4.47385678953,5.81455600873,236.631878208,236.631878208,2093,2302,-4.01391639497,2.14970363191,4.89915114131,0.00618545385119,1.4814282799e-05,1.4814282799e-05,0.23224609375,0.11107421875,3.53201911589,1143,1277,967,1171,1068,949,1279,1419,1.80468934171,2.05778764642,26.499689269,0.720441166462,0.746896685184,7392.51600956,8130.70800478,3.66068429536,-0.00043977530124,-0.0327775626162,-0.0239287893112,1.80183918927,-1.78664531994,-1.38538816818,0.0405850831128,0.00618548933159,2.89102513648,6.68838040457
7,9430,9.452533,4.48497815033,5.82414338873,236.657188891,236.657188891,2447,2206,-3.64853069341,2.15929101184,4.87038900154,0.098131107712,0.000235025919608,0.000235025919608,0.1413671875,0.09087890625,3.51875746714,1143,1277,967,1171,1068,949,1279,1419,2.15144706216,1.96854969086,26.5038133857,0.86210555458,0.874993087291,8610.3995221,7762.37897252,3.66555468436,-0.00132606366329,-0.0318747689919,-0.0238719783582,1.62464431721,-2.03834948477,-1.49681116626,0.0398450836849,0.098131670602,3.00579131794,6.45716678744
8,9431,9.453534,4.49840048233,5.83258028313,236.682499574,236.682499574,2300,2285,-3.13613849968,2.23066372905,4.8043426065,0.192888033361,0.000461970607256,0.000461970607256,-0.01009765625,-0.01009765625,3.47897252091,1728,1966,1215,1511,1027,934,1407,1601,2.06544983433,2.05197950932,26.5079349325,0.837110453992,0.837110453992,8001.63679809,7949.45221027,3.67035902697,-0.00226064124056,-0.030537885815,-0.0237348618223,1.42665321922,-2.29675411404,-1.61145059887,0.0387429559351,0.192889139786,3.1475692051,6.15572361643
9,9432,9.454535,4.50952184313,5.83909970153,236.707810258,236.707810258,2453,2415,-2.5395904155,2.18166156499,4.7777109956,0.290419438429,0.000695560227304,0.000695560227304,0.11107421875,-0.07068359375,3.47897252091,1728,1966,1215,1511,1027,934,1407,1601,2.12634449801,2.20638109146,26.5122719908,0.861790578733,0.908299456488,8533.91959379,8401.71863799,3.67513673796,-0.00322861518133,-0.0287331287834,-0.0234990098708,1.20760828051,-2.55894400928,-1.72890710379,0.037258825942,0.290421104305,3.31596622047,5.83401140041
