,index,time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8,PowerR,PowerL,Energy,TorqueR,TorqueL,VMotorR,VMotorL,AngleZ,Fx,Fy,Fz,Mx,My,Mz,F_mag,A_mag,M_mag,Gyro_mag
0,7067,7.074453,4.65678355335,3.04572021815,178.031510677,178.031510677,2224,1059,-5.42006545053,2.11454990552,3.46317468154,-0.236585997847,-0.000566628085667,-0.000566628085667,0.121171875,0.525078125,3.83261648746,1166,1260,995,1246,1313,1194,1539,1647,2.34044932545,0.993167103044,19.2749640163,0.861039334274,0.767334805466,8523.7390681,4058.74086022,1.93018565484,-0.0852035365256,0.130937178743,0.118436654381,-5.18008030727,-4.30162398884,-3.2246081258,0.196039354505,0.236587354929,7.4656077111,6.77067276316
1,7068,7.075454,4.66215248615,3.07831731015,178.05682136,178.05682136,2254,882,-5.27092842948,2.30629750401,3.39180196432,-0.126730376802,-0.000303521727648,-0.000303521727648,-0.0201953125,0.55537109375,3.82819593787,1166,1260,995,1246,1313,1194,1539,1647,2.45670721066,0.817544909324,19.2782415426,0.904853676052,0.769523522587,8628.75364397,3376.4688172,1.93357745681,-0.0856457433802,0.135771265764,0.120175983063,-5.43999437161,-4.47944124798,-3.31838857396,0.200527546416,0.126731103741,7.78913572773,6.67877348403
2,7069,7.076455,4.66713792375,3.10324449815,178.082132043,178.082132043,2284,1383,-5.11539982182,2.49804510249,3.3438650647,-0.0129778606947,-3.10822298422e-05,-3.10822298422e-05,-0.08078125,0.64625,3.83261648746,1166,1260,995,1246,1313,1194,1539,1647,2.53437902057,1.24950897967,19.2820292145,0.93238507706,0.759166525425,8753.69605735,5300.50860215,1.93692132187,-0.0859057345205,0.140441059284,0.121509328131,-5.69902934561,-4.65942892911,-3.41549410719,0.204616722628,0.012977935137,8.11509786902,6.60219495639
3,7070,7.077456,4.67212336135,3.12817168615,178.107442726,178.107442726,2289,1383,-4.9609364786,2.57687467076,3.51004631672,0.104423903389,0.000250097288141,0.000250097288141,-0.121171875,0.525078125,3.80167264038,1166,1260,995,1246,1313,1194,1539,1647,2.52550200165,1.27451722572,19.2858330338,0.936681865897,0.782372753348,8702.02867384,5257.71326165,1.94043136819,-0.0859890163755,0.144970155075,0.122454083015,-5.95751172865,-4.84051239079,-3.51556697486,0.208339768759,0.104424502375,8.44285007312,6.60087865053
4,7071,7.078457,4.67634180855,3.15118139815,178.13275341,178.13275341,2345,1508,-4.86293215048,2.52574197783,3.69327179972,0.225277885839,0.000539544936536,0.000539544936536,-0.13126953125,0.444296875,3.7972520908,1166,1260,995,1246,1313,1194,1539,1647,2.5880194559,1.42044569979,19.2898455074,0.960986351594,0.820192558393,8904.55615293,5726.25615293,1.94412463999,-0.0859002647676,0.149382103049,0.12302909499,-6.2156740381,-5.02149152144,-3.61793917067,0.211731023737,0.225279178055,8.7715143898,6.60815694619
5,7072,7.079458,4.67940977015,3.17419111015,178.158064093,178.158064093,2425,1509,-4.59981183478,2.08898355906,3.68474968423,0.349418353607,0.00083686378146,0.00083686378146,-0.040390625,0.3837109375,3.78399044205,1533,1657,1142,1467,1251,1158,1594,1678,2.59626515935,1.43641522732,19.2938822204,0.967426829096,0.860144834277,9176.17682198,5710.04157706,1.94780938967,-0.0856431468501,0.153699688544,0.123254251537,-6.47364249959,-5.2010529108,-3.721683719,0.214825402089,0.349420357907,9.09999606031,6.25295941622
6,7073,7.080459,4.68094375095,3.19643383175,178.183374776,178.183374776,2532,1560,-4.25892721525,1.78218740148,3.65066122228,0.476686755454,0.00114167408959,0.00114167408959,-0.05048828125,0.35341796875,3.77514934289,1533,1657,1142,1467,1251,1158,1594,1678,2.70537691724,1.49083904769,19.2980826326,1.01044517894,0.903763584092,9558.6781362,5889.23297491,1.9514600509,-0.0852191362948,0.157942985275,0.123149593578,-6.7313672289,-5.37772578874,-3.82565888172,0.217655944524,0.476689489778,9.42692448832,5.88574382034
7,7074,7.08146,4.68592918855,3.21906004855,178.208685459,178.208685459,2312,1535,-3.83601723415,1.55315554773,3.58461482725,0.606907576445,0.00145355549924,0.00145355549924,-0.19185546875,0.3029296875,3.76188769415,1533,1657,1142,1467,1251,1158,1594,1678,2.54406510999,1.47769773498,19.3021084172,0.953545692145,0.834215671241,8697.48434886,5774.49761051,1.95504466572,-0.084625838574,0.162126835735,0.122734209797,-6.98852476258,-5.5498097454,-3.92854695468,0.220250606524,0.606911057729,9.75055627861,5.47510582874
8,7075,7.082461,4.69129812135,3.24322024615,178.233996142,178.233996142,2292,1436,-3.37475773335,1.22611936587,3.51750316778,0.739865919977,0.00177199332884,0.00177199332884,-0.23224609375,0.45439453125,3.78841099164,1533,1657,1142,1467,1251,1158,1594,1678,2.58282420607,1.34185435403,19.3060370205,0.961295418737,0.797127106664,8683.03799283,5440.15818399,1.95856216889,-0.083856318122,0.166259658516,0.122025647696,-7.24447925992,-5.71535494178,-4.0288920917,0.222630669124,0.739870163924,10.0687503368,5.02644874573
9,7076,7.083462,4.69781753975,3.26354549175,178.259306826,178.259306826,2222,1687,-2.87514871285,0.839428375593,3.38860617102,0.875297101044,0.00209635365264,0.00209635365264,-0.1413671875,0.35341796875,3.80167264038,1533,1657,1142,1467,1251,1158,1594,1678,2.4642005371,1.63612034587,19.3101414417,0.913945803855,0.799260982726,8447.31660693,6413.42174432,1.96195077506,-0.0828996353036,0.170343844544,0.121039943096,-7.49831435028,-5.8722061254,-4.12513793773,0.224811126798,0.875302121838,10.3790310665,4.5225846483
