time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8
127,33596,-46256,2640,2640,-681,1168,-56,3,352,626,-264,3844,-9,-7,886,1150,1222,987,1146,1340,1235,1481,1713
1128,33600,-46260,2640,2640,-781,1218,-54,2,353,638,-270,3819,5,-7,886,1150,1222,987,1146,1340,1235,1481,1713
2129,33608,-46256,2640,2640,-807,1168,-52,2,353,649,-293,3866,-6,-8,885,1150,1222,987,1146,1340,1235,1481,1713
3130,33596,-46260,2640,2640,-681,1218,-54,3,353,646,-269,3854,-8,-3,886,1150,1222,987,1146,1340,1235,1481,1713
4131,33612,-46248,2640,2640,-857,1118,-55,4,353,658,-272,3877,7,-4,886,1150,1222,987,1146,1340,1235,1481,1713
5132,33608,-46268,2640,2640,-732,1319,-53,5,355,625,-283,3868,-8,0,886,1149,1223,987,1143,1342,1236,1481,1712
6133,33596,-46252,2640,2640,-681,1093,-53,4,354,612,-293,3875,-8,3,886,1149,1223,987,1143,1342,1236,1481,1712
7134,33600,-46252,2640,2640,-781,1193,-52,4,356,593,-273,3843,4,2,885,1149,1223,987,1143,1342,1236,1481,1712
8135,33608,-46260,2640,2640,-807,1243,-53,5,354,611,-253,3850,-3,4,886,1149,1223,987,1143,1342,1236,1481,1712
9138,33596,-46252,2640,2640,-681,1143,-50,4,353,638,-269,3872,-9,6,886,1149,1223,987,1143,1342,1236,1481,1712
10137,33600,-46260,2640,2640,-781,1243,-50,4,353,642,-271,3884,6,2,886,1149,1223,987,1143,1342,1236,1481,1712
11138,33616,-46256,2640,2640,-857,1168,-53,4,353,636,-275,3879,-6,5,886,1149,1223,988,1146,1341,1234,1481,1712
12139,33608,-46260,2640,2640,-707,1218,-57,3,351,653,-267,3835,-6,7,886,1149,1223,988,1146,1341,1234,1481,1712
13140,33600,-46256,2640,2640,-706,1168,-57,4,354,634,-273,3844,6,6,886,1149,1223,988,1146,1341,1234,1481,1712
14141,33592,-46264,2640,2640,-706,1243,-56,7,354,635,-269,3837,-9,6,885,1149,1223,988,1146,1341,1234,1481,1712
15142,33608,-46256,2640,2640,-857,1143,-54,5,352,652,-289,3869,4,7,886,1149,1223,988,1146,1341,1234,1481,1712
16143,33596,-46256,2640,2640,-681,1193,-51,6,352,653,-285,3846,-8,4,886,1150,1222,988,1146,1341,1235,1480,1711
17144,33608,-46248,2640,2640,-832,1143,-48,5,353,624,-267,3841,5,5,885,1150,1222,988,1146,1341,1235,1480,1711
18145,33596,-46244,2640,2640,-681,1168,-51,5,356,624,-251,3894,-4,5,885,1150,1222,988,1146,1341,1235,1480,1711
19146,33604,-46248,2640,2640,-806,1218,-53,6,354,627,-267,3872,-2,4,881,1150,1222,988,1146,1341,1235,1480,1711
20147,33596,-46260,2640,2640,-706,1268,-53,9,352,632,-285,3877,-2,6,881,1150,1222,988,1146,1341,1235,1480,1711
21148,33592,-46260,2640,2640,-731,1193,-53,8,351,637,-295,3862,-9,6,886,1150,1222,988,1146,1341,1235,1480,1711
22149,33604,-46268,2640,2640,-831,1244,-53,5,351,654,-280,3852,7,1,886,1151,1222,988,1146,1341,1234,1480,1711
