time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8
268,33288,-16424,11700,11700,-503,661,-102,-64,39,318,-242,3858,3,5,856,1134,1243,777,1164,1329,1306,1969,1766
1269,33280,-16440,11700,11700,-477,787,-104,-64,38,322,-221,3889,-9,-2,857,1134,1243,777,1164,1329,1306,1969,1766
2270,33292,-16428,11700,11700,-603,611,-105,-64,34,307,-241,3889,-4,-3,856,1134,1243,777,1164,1329,1306,1969,1766
3274,33284,-16424,11700,11700,-477,661,-103,-63,34,306,-249,3883,2,2,856,1134,1243,777,1164,1329,1306,1969,1766
4272,33296,-16428,11700,11700,-603,711,-101,-63,36,330,-269,3914,7,-9,856,1134,1244,778,1164,1329,1306,1968,1765
5273,33284,-16432,11700,11700,-452,711,-101,-64,36,338,-267,3899,4,6,856,1134,1244,778,1164,1329,1306,1968,1765
6274,33292,-16420,11700,11700,-578,611,-105,-65,34,315,-256,3894,4,-9,856,1134,1244,778,1164,1329,1306,1968,1765
7275,33280,-16424,11700,11700,-452,711,-106,-65,31,321,-246,3917,-2,1,856,1134,1244,778,1164,1329,1306,1968,1765
8276,33284,-16432,11700,11700,-552,736,-104,-62,31,337,-248,3913,-7,-4,856,1134,1244,778,1164,1329,1306,1968,1765
9277,33284,-16432,11700,11700,-527,686,-105,-63,34,330,-271,3900,-6,0,856,1134,1244,778,1164,1329,1306,1968,1765
10278,33280,-16444,11700,11700,-502,762,-104,-66,34,341,-266,3895,-9,1,856,1131,1245,779,1165,1329,1306,1968,1766
11279,33292,-16436,11700,11700,-603,636,-103,-69,34,315,-247,3916,-9,-3,856,1131,1245,779,1165,1329,1306,1968,1766
12280,33288,-16436,11700,11700,-503,686,-105,-70,35,312,-253,3907,-7,-5,856,1131,1245,779,1165,1329,1306,1968,1766
13281,33284,-16428,11700,11700,-502,636,-105,-68,33,318,-274,3925,-1,-5,856,1131,1245,779,1165,1329,1306,1968,1766
14282,33296,-16424,11700,11700,-603,661,-104,-67,33,316,-269,3925,3,-2,856,1131,1245,779,1165,1329,1306,1968,1766
15283,33292,-16436,11700,11700,-503,761,-104,-65,33,306,-255,3911,4,3,856,1134,1243,778,1164,1328,1306,1968,1766
16284,33292,-16432,11700,11700,-528,661,-103,-64,33,292,-243,3911,7,-4,856,1134,1243,778,1164,1328,1306,1968,1766
17285,33284,-16420,11700,11700,-477,611,-105,-63,33,321,-236,3908,5,3,856,1134,1243,778,1164,1328,1306,1968,1766
18286,33292,-16436,11700,11700,-578,786,-106,-64,33,304,-263,3901,5,-9,856,1134,1243,778,1164,1328,1306,1968,1766
19287,33300,-16428,11700,11700,-578,636,-107,-64,31,295,-260,3920,-3,5,854,1134,1243,778,1164,1328,1306,1968,1766
20288,33292,-16432,11700,11700,-478,711,-107,-65,31,310,-250,3898,-7,-1,856,1134,1243,778,1164,1328,1306,1968,1766
21289,33280,-16424,11700,11700,-452,636,-105,-63,33,295,-275,3876,-2,-7,856,1134,1243,778,1164,1328,1306,1968,1765
22290,33272,-16436,11700,11700,-477,761,-103,-62,33,293,-266,3874,-4,5,856,1134,1243,778,1164,1328,1306,1968,1765
23291,33292,-16428,11700,11700,-653,636,-103,-63,33,307,-253,3916,-7,-9,856,1134,1243,778,1164,1328,1306,1968,1765
24292,33292,-16428,11700,11700,-528,686,-104,-64,32,316,-234,3914,-3,4,856,1134,1243,778,1164,1328,1306,1968,1765
25293,33288,-16436,11700,11700,-503,736,-106,-65,32,300,-249,3875,-6,-7,856,1134,1243,778,1164,1328,1306,1968,1765
26294,33280,-16428,11700,11700,-477,636,-107,-67,33,302,-261,3883,-6,0,856,1135,1245,775,1165,1330,1307,1970,1768
27295,33288,-16432,11700,11700,-578,711,-106,-64,33,311,-265,3892,3,2,856,1135,1245,775,1165,1330,1307,1970,1768
28296,33288,-16432,11700,11700,-528,686,-104,-64,32,318,-249,3906,2,-4,856,1135,1245,775,1165,1330,1307,1970,1768
