time,Right Leg Pos,Left Leg Pos,Commanded Right Leg Pos,Commanded Left Leg Pos,DCR,DCL,GyroX,GyroY,GyroZ,AX,AY,AZ,RBEMF,LBEMF,VBatt,S1,S2,S3,S4,S5,S6,S7,S8
685,33316,-18112,11700,11700,-553,752,-106,-62,35,350,-294,3911,-9,-2,835,1127,1237,772,1154,1313,1286,1948,1757
1686,33320,-18120,11700,11700,-553,778,-104,-62,32,336,-283,3900,5,3,834,1123,1235,774,1156,1314,1286,1948,1760
2687,33312,-18112,11700,11700,-478,677,-102,-60,34,335,-318,3888,7,-7,834,1123,1235,774,1156,1314,1286,1948,1760
3688,33324,-18116,11700,11700,-603,752,-103,-61,35,350,-314,3891,3,-2,833,1123,1235,774,1156,1314,1286,1948,1760
4689,33308,-18116,11700,11700,-428,727,-103,-63,34,364,-311,3882,-3,0,834,1123,1235,774,1156,1314,1286,1948,1760
5690,33320,-18116,11700,11700,-603,727,-104,-64,34,334,-315,3896,-4,-2,834,1123,1235,774,1156,1314,1286,1948,1760
6691,33312,-18116,11700,11700,-478,727,-105,-64,35,349,-281,3931,-9,5,834,1123,1235,774,1156,1314,1286,1948,1760
7692,33304,-18108,11700,11700,-478,677,-106,-65,33,333,-295,3891,-7,-8,834,1125,1237,771,1154,1312,1285,1949,1758
8693,33312,-18112,11700,11700,-578,752,-105,-64,33,343,-294,3930,-3,5,834,1125,1237,771,1154,1312,1285,1949,1758
9694,33296,-18116,11700,11700,-428,752,-102,-64,33,347,-295,3924,5,-8,834,1125,1237,771,1154,1312,1285,1949,1758
10695,33316,-18120,11700,11700,-653,753,-103,-64,34,342,-307,3929,6,6,834,1125,1237,771,1154,1312,1285,1949,1758
11696,33316,-18128,11700,11700,-528,778,-104,-64,34,342,-293,3907,5,-9,834,1125,1237,771,1154,1312,1285,1949,1758
12697,33328,-18112,11700,11700,-604,627,-103,-65,35,319,-306,3911,-4,4,833,1126,1237,772,1155,1313,1285,1948,1758
13698,33308,-18116,11700,11700,-403,752,-103,-64,34,343,-302,3913,-9,-9,834,1126,1237,772,1155,1313,1285,1948,1758
14699,33324,-18116,11700,11700,-628,727,-103,-64,33,351,-310,3889,-9,5,834,1126,1237,772,1155,1313,1285,1948,1758
15700,33320,-18112,11700,11700,-503,702,-103,-66,31,341,-307,3867,-2,-8,834,1126,1237,772,1155,1313,1285,1948,1758
16701,33312,-18112,11700,11700,-478,727,-102,-65,36,335,-296,3908,6,5,834,1126,1237,772,1155,1313,1285,1948,1758
17702,33320,-18116,11700,11700,-578,752,-102,-63,37,362,-299,3898,6,-9,834,1126,1237,772,1155,1313,1285,1948,1758
18703,33312,-18112,11700,11700,-478,702,-99,-63,35,342,-323,3927,6,4,833,1126,1238,773,1155,1311,1283,1950,1759
19704,33320,-18120,11700,11700,-578,778,-100,-65,34,327,-328,3907,-3,-9,832,1126,1238,773,1155,1311,1283,1950,1759
20705,33316,-18128,11700,11700,-503,778,-104,-66,36,338,-295,3914,-6,6,834,1126,1238,773,1155,1311,1283,1950,1759
21706,33312,-18112,11700,11700,-503,627,-103,-65,35,346,-299,3932,-9,-8,833,1126,1238,773,1155,1311,1283,1950,1759
22707,33316,-18116,11700,11700,-553,752,-102,-64,36,338,-285,3878,-2,6,834,1126,1238,773,1155,1311,1283,1950,1759
23708,33316,-18120,11700,11700,-528,753,-102,-63,36,329,-274,3927,5,-7,833,1126,1237,772,1154,1312,1285,1948,1758
24709,33312,-18108,11700,11700,-503,652,-100,-62,35,317,-303,3935,2,5,833,1126,1237,772,1154,1312,1285,1948,1758
25710,33308,-18104,11700,11700,-503,702,-101,-64,35,326,-296,3920,-8,-3,833,1126,1237,772,1154,1312,1285,1948,1758
26711,33320,-18116,11700,11700,-603,802,-103,-66,35,338,-283,3909,-9,-6,833,1126,1237,772,1154,1312,1285,1948,1758
